제품명,급여구분,특정연령,특정연령단위,업체명,금기연령층
레보펙신정250밀리그램(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,일동제약(주),청소년
레복사신정250밀리그램(레보플록사신수화물)_(0.25625g/1정),급여,18,세 이하,한미약품(주),청소년
유로레보정250mg(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,신신제약(주),청소년
크라비트정250밀리그람(레보플록사신)_(0.25g/1정),급여,18,세 이하,제일약품(주),청소년
레보건정250밀리그램(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,건일제약(주),청소년
레보사신정250밀리그램(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,풍림무약(주),청소년
렉타신정250밀리그램(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,유니메드제약(주),청소년
레보푸라신정250밀리그램(레보플록사신수화물)_(0.25615g/1정),급여,18,세 이하,명문제약(주),청소년
탈마정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,대화제약(주),소아
렙티진정(레보세티리진 염산염)_(5mg/1정),급여,6,세 미만,한화제약(주),소아
명문펜타닐패취25㎍/h(펜타닐)_(10.5㎠/1매),급여,18,세 미만,명문제약(주),청소년
펜타듀르패취25μg/h(펜타닐)_(10㎠/1매),급여,18,세 미만,(주)한국팜비오,청소년
비.브라운프로포폴-리푸로1%주(앰플)_(0.2g/20mL),급여,36,개월 미만,비브라운코리아(주),영유아
프리폴-엠시티주(프로포폴)_(0.2g/20mL),급여,36,개월 미만,대원제약(주),영유아
프레조폴엠시티1%주(프로포폴)(바이알)_(0.5g/50mL),급여,36,개월 미만,프레지니우스카비코리아(주),영유아
포폴주사(프로포폴)(바이알)_(0.5g/50mL),급여,36,개월 미만,동국제약(주),영유아
비.브라운 프로포폴-리푸로1%주_(0.5g/50mL),급여,36,개월 미만,비브라운코리아(주),영유아
프리폴-엠시티주(프로포폴)_(0.5g/50mL),급여,36,개월 미만,대원제약(주),영유아
프레조폴엠시티2%주(프로포폴)(바이알)_(1g/50mL),급여,36,개월 미만,프레지니우스카비코리아(주),영유아
프리폴-엠시티주2%(프로포폴)_(1g/50mL),급여,36,개월 미만,대원제약(주),영유아
레파넘정0.5밀리그램(레파글리니드)_(0.5mg/1정),급여,18,세 미만,(주)다림바이오텍,청소년
노보넘정1.0밀리그람(레파글리니드)_(1mg/1정),급여,18,세 미만,노보노디스크제약(주),청소년
레파넘정1밀리그램(레파글리니드)_(1mg/1정),급여,18,세 미만,(주)다림바이오텍,청소년
노보넘정2.0밀리그람(레파글리니드)_(2mg/1정),급여,18,세 미만,노보노디스크제약(주),청소년
레파넘정2밀리그람(레파글리니드)_(2mg/1정),급여,18,세 미만,(주)다림바이오텍,청소년
라보파주(염산리토드린)(수출명:Yutoparinj.)_(50mg/5mL),급여,12,세 미만,제이더블유중외제약(주),소아
라보파주(염산리토드린)(수출명:Yutoparinj.)_(50mg/5mL),급여,65,세 이상,제이더블유중외제약(주),고령자
실마진1%크림(설파디아진은)(수출명 : Emzin Cream Silver Sulfadiazine 1%)_(0.2g/20g),급여,2,개월 미만,동화약품(주),영유아
일바돈크림(설파디아진은)_(0.3g/30g),급여,2,개월 미만,일동제약(주),영유아
일바돈크림(설파디아진은)_(4.5g/450g),급여,2,개월 미만,일동제약(주),영유아
실마진1%크림(설파디아진은)(수출명 : Emzin Cream Silver Sulfadiazine 1%)_(5g/500g),급여,2,개월 미만,동화약품(주),영유아
훼리탑캡슐(글루콘산제이철나트륨착염)_(0.1775g/1캡슐),급여,12,개월 미만,일동제약(주),영유아
하이넵틴정(티아넵틴나트륨)_(12.5mg/1정),급여,15,세 미만,(주)화이트생명과학,청소년
명문구연산펜타닐주사_(0.157mg/2mL/병),급여,2,세 미만,명문제약(주),영유아
비씨펜타닐시트르산염주사_(0.157mg/2mL/앰플),급여,2,세 미만,(주)비씨월드제약,영유아
비씨펜타닐시트르산염주사_(0.157mg/2mL/병),급여,2,세 미만,(주)비씨월드제약,영유아
하나구연산펜타닐주사_(0.157mg/2mL/앰플),급여,2,세 미만,하나제약(주),영유아
하나구연산펜타닐주사_(0.157mg/2mL/앰플(P)),급여,2,세 미만,하나제약(주),영유아
구주구연산펜타닐주사_(0.157mg/2mL),급여,2,세 미만,구주제약(주),영유아
구주펜타닐시트르산염주사(바이알)_(0.157mg/2mL),급여,2,세 미만,구주제약(주),영유아
"대한펜타닐주사액_(펜타닐시트르산염, 0.5mg/10mL)",급여,2,세 미만,대한약품공업(주),영유아
한림펜타닐주사(구연산펜타닐)_(0.785mg/10mL/앰플),급여,2,세 미만,한림제약(주),영유아
한림펜타닐주사(펜타닐시트르산염)_(0.785mg/10mL/앰플(PP)),급여,2,세 미만,한림제약(주),영유아
한림펜타닐주사(구연산펜타닐)_(0.785mg/10mL/병),급여,2,세 미만,한림제약(주),영유아
명문구연산펜타닐주사_(0.785mg/10mL/앰플),급여,2,세 미만,명문제약(주),영유아
명문구연산펜타닐주사_(0.785mg/10mL/병),급여,2,세 미만,명문제약(주),영유아
비씨펜타닐시트르산염주사_(0.785mg/10mL/앰플),급여,2,세 미만,(주)비씨월드제약,영유아
비씨펜타닐시트르산염주사_(0.785mg/10mL/병),급여,2,세 미만,(주)비씨월드제약,영유아
하나구연산펜타닐주사_(0.785mg/10mL/앰플),급여,2,세 미만,하나제약(주),영유아
하나구연산펜타닐주사_(0.785mg/10mL/앰플(P)),급여,2,세 미만,하나제약(주),영유아
스토펜정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,신풍제약(주),소아
휴말겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,한국휴텍스제약(주),소아
탈루메트정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,태극제약(주),소아
네티진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)한국글로벌제약,소아
알세틴정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)셀트리온제약,소아
베아티린정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,대웅바이오(주),소아
레보티잘정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,일양바이오팜(주),소아
레보네스정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)제뉴파마,소아
레보세탄정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)테라젠이텍스,소아
알레린액(레보세티리진염산염)_(5mg/10mL),급여,1,세 미만,주식회사제뉴원사이언스,영유아
쎄렌잘액(레보세티리진염산염)_(37.5mg/75mL),급여,1,세 미만,삼일제약(주),영유아
레보센액(레보세티리진염산염)_(37.5mg/75mL),급여,1,세 미만,신풍제약(주),영유아
엘레틴액(염산레보세티리진)_(37.5mg/75mL),급여,1,세 미만,안국약품(주),영유아
레보세린액(염산레보세티리진)_(50mg/100mL),급여,1,세 미만,영진약품(주),영유아
세노바엘액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,일동제약(주),영유아
레티신액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,동성제약(주),영유아
레세티잘액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,(주)종근당,영유아
엘티리진액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,한미약품(주),영유아
알러반액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,제이더블유신약(주),영유아
알러잘액(레보세티리진염산염)_(50mg/100mL),급여,1,세 미만,(주)서울제약,영유아
멜로칸캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)한국파비스제약,청소년
엔티시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국신텍스제약(주),청소년
레티잘정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,알보젠코리아(주),소아
알러잘정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)서울제약,소아
코알비정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,아주약품(주),소아
씨잘정5밀리그램(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,한국유씨비제약(주),소아
알씨텍정5mg(염산레보세티리진)_(5mg/1정),급여,6,세 미만,오스틴제약(주),소아
케트라진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,케이엠에스제약(주),소아
센레보정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,일성신약(주),소아
레보코나진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,알리코제약(주),소아
레티진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)동구바이오제약,소아
케트라정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,하나제약(주),소아
알레세트정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,이연제약(주),소아
레티라진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,위더스제약(주),소아
레보세티정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,영풍제약(주),소아
레로진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)넥스팜코리아,소아
씨펜정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,한국프라임제약(주),소아
레보셀텍정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)경보제약,소아
알러세틴정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,구주제약(주),소아
레보티진정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,대한뉴팜(주),소아
세틴잘정5밀리그램(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)팜젠사이언스,소아
레보코트정5밀리그램(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,코오롱제약(주),소아
휴니즈레보세티리진염산염정_(5mg/1정),급여,6,세 미만,(주)휴온스메디텍,소아
비알세티정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)보령바이오파마,소아
알레린정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,주식회사제뉴원사이언스,소아
로페라킴캡슐(로페라미드염산염)_(2mg/1캡슐),급여,24,개월 미만,(주)킴스제약,영유아
로파인캡슐(로페라미드염산염)_(2mg/1캡슐),급여,24,개월 미만,태극제약(주),영유아
로프민캡슐(로페라미드염산염)_(2mg/1캡슐),급여,24,개월 미만,영일제약(주),영유아
지엘로페라미드염산염캡슐_(2mg/1캡슐),급여,24,개월 미만,지엘파마(주),영유아
삼남로페라마이드캡슐(로페라미드염산염)_(2mg/1캡슐),급여,24,개월 미만,삼남제약(주),영유아
클리어딘연질캡슐(로라타딘)_(10mg/1캡슐),급여,6,세 미만,(주)알피바이오,소아
로타인정(로라타딘)_(10mg/1정),급여,6,세 미만,엔비케이제약(주),소아
나타딘정(로라타딘)_(10mg/1정),급여,6,세 미만,대원바이오텍주식회사,소아
클라리틴정(로라타딘)_(10mg/1정),급여,6,세 미만,바이엘코리아(주),소아
로다인정(로라타딘)_(10mg/1정),급여,6,세 미만,동성제약(주),소아
제라타딘정(로라타딘)_(10mg/1정),급여,6,세 미만,태극제약(주),소아
제뉴원로메플록사신염산염정_(0.4416g/1정),급여,18,세 이하,주식회사제뉴원사이언스,청소년
한림염산로메플록사신정200밀리그람_(0.2208g/1정),급여,18,세 이하,한림제약(주),청소년
로라젠정(로라타딘)_(10mg/1정),급여,6,세 미만,(주)뉴젠팜,소아
"대우로라타딘정(수출명:로미딘정,라틴정,필미딘정)_(10mg/1정)",급여,6,세 미만,대우제약(주),소아
노타민정(로라타딘)_(10mg/1정),급여,6,세 미만,안국약품(주),소아
알레틴정(로라타딘)(수출명:비알레틴)_(10mg/1정),급여,6,세 미만,한올바이오파마(주),소아
넬슨로라타딘정_(10mg/1정),급여,6,세 미만,한국넬슨제약(주),소아
제이타딘정(로라타딘)_(10mg/1정),급여,6,세 미만,(주)비보존제약,소아
구주로라타딘정10밀리그람(수출명:로히스타정)_(10mg/1정),급여,6,세 미만,구주제약(주),소아
에쟈스민정(로라타딘)_(10mg/1정),급여,6,세 미만,(주)제뉴파마,소아
로리딘정(로라타딘)_(10mg/1정),급여,6,세 미만,(주)테라젠이텍스,소아
새로딘시럽(로라타딘)_(5mg/5mL),급여,2,세 미만,삼익제약(주),영유아
아티반주사(로라제팜)_(2mg/0.5mL),급여,4,주 미만,일동제약(주),소아
아티반주사(로라제팜)_(4mg/1mL),급여,4,주 미만,일동제약(주),소아
로바톤정(로바스타틴)_(20mg/1정),급여,20,세 미만,한국넬슨제약(주),고령자
로바이틴정(로바스타틴)_(20mg/1정),급여,20,세 미만,위더스제약(주),고령자
로바타딘정(로바스타틴)(수출명:LovacTablet)_(20mg/1정),급여,20,세 미만,대한뉴팜(주),고령자
아멜록스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)인트로바이오파마,청소년
멜록신캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)휴온스생명과학,청소년
록캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)중헌제약,청소년
뉴멜락시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,안국뉴팜(주),청소년
멜로틴캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,엔비케이제약(주),청소년
메로윈캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,코스맥스파마(주),청소년
명문구연산펜타닐주사_(0.157mg/2mL/앰플),급여,2,세 미만,명문제약(주),영유아
타루겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,영일제약(주),소아
탈멘정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,대우제약(주),소아
후루마정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,명문제약(주),소아
타로스정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,삼천당제약(주),소아
하원탈니플루메이트정_(0.37g/1정),급여,12,세 이하,(주)하원제약,소아
소말겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,알보젠코리아(주),소아
프루틴정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)한국파마,소아
탈로신정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,아주약품(주),소아
플루마겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,오스틴제약(주),소아
크리마인정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,삼진제약(주),소아
타프로스정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)유영제약,소아
메이트정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,알리코제약(주),소아
리메이트정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)동구바이오제약,소아
솔라메트정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,미래바이오제약(주),소아
후루겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,하나제약(주),소아
탈푸린정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,위더스제약(주),소아
니후루겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,영풍제약(주),소아
탈루메이트정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)넥스팜코리아,소아
탈페인정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,한국프라임제약(주),소아
플루시드정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)경보제약,소아
유니온탈니플루메이트정_(0.37g/1정),급여,12,세 이하,한국유니온제약(주),소아
휴온스탈니플루메이트정_(0.37g/1정),급여,12,세 이하,(주)휴온스,소아
제뉴원탈니플루메이트정_(0.37g/1정),급여,12,세 이하,주식회사제뉴원사이언스,소아
트리메정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)한국글로벌제약,소아
베아겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,대웅바이오(주),소아
타말겐정(탈니플루메이트)_(0.37g/1정),급여,12,세 이하,(주)테라젠이텍스,소아
뉴신타서방정50밀리그램(타펜타돌염산염)_(58.24mg/1정),급여,18,세 미만,(주)한국얀센,청소년
뉴신타서방정100밀리그램(타펜타돌염산염)_(0.11648g/1정),급여,18,세 미만,(주)한국얀센,청소년
뉴신타아이알정50밀리그램(타펜타돌염산염)_(58.24mg/1정),급여,18,세 미만,(주)한국얀센,청소년
뉴신타서방정200밀리그램(타펜타돌염산염)_(0.23296g/1정),급여,18,세 미만,(주)한국얀센,청소년
세비보정(텔비부딘)_(0.6g/1정),급여,16,세 미만,부광약품(주),청소년
일양하이트린정1밀리그램(테라조신염산염수화물)_(1.187mg/1정),급여,12,세 이하,일양약품(주),소아
테로조신정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,주식회사 더유제약,소아
알레자이정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)다산제약,소아
이콕스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)화이트생명과학,청소년
몰빅캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,메딕스제약(주),청소년
모비든캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)이든파마,청소년
모스캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)오스코리아제약,청소년
멜로캄캡슐7.5밀리그람(멜록시캄)(수출명:유한멜로캄캡슐7.5밀리그람)_(7.5mg/1캡슐),급여,15,세 이하,(주)유한양행,청소년
메로콕스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,동아에스티(주),청소년
록시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,일동제약(주),청소년
캄록스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)바이넥스,청소년
멜락스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)종근당,청소년
아록시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)아리제약,청소년
메가록시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)엘앤씨바이오,청소년
메록스캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한미약품(주),청소년
멜록시펜캡슐(멜록시캄)(수출명:국제메펜캡슐)_(7.5mg/1캡슐),급여,15,세 이하,국제약품(주),청소년
멜로덱스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,삼일제약(주),청소년
"아모리아캡슐(멜록시캄)(수출명 : Amolex Cap., Mepedo Cap.)_(7.5mg/1캡슐)",급여,15,세 이하,삼익제약(주),청소년
멜록캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,조아제약(주),청소년
메록시펜캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,태극제약(주),청소년
에이프로젠멜록시캄캡슐_(7.5mg/1캡슐),급여,15,세 이하,(주)에이프로젠바이오로직스,청소년
류멜캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한림제약(주),청소년
멜로시드캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,제일약품(주),청소년
모렉셀캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,대화제약(주),청소년
멜콕시캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,동광제약(주),청소년
멜록스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)메디카코리아,청소년
멜록시젠캡슐(멜록시캄)(수출명:케이비캄캡슐)_(7.5mg/1캡슐),급여,15,세 이하,(주)뉴젠팜,청소년
멜록캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국코러스(주),청소년
씨빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,에이치엘비제약(주),청소년
멜릭스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,경동제약(주),청소년
목시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)유영제약,청소년
뉴시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,신풍제약(주),청소년
씨엠지멜록시캄캡슐7.5mg_(7.5mg/1캡슐),급여,15,세 이하,(주)씨엠지제약,청소년
메로캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,풍림무약(주),청소년
모빅시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국휴텍스제약(주),청소년
메카론캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,영일제약(주),청소년
유니콕스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,유니메드제약(주),청소년
모벡스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,대우제약(주),청소년
구주구연산펜타닐주사_(0.785mg/10mL),급여,2,세 미만,구주제약(주),영유아
구주펜타닐시트르산염주사(바이알)_(0.785mg/10mL),급여,2,세 미만,구주제약(주),영유아
대원펜타닐시트르산염주사액_(0.785mg/10mL),급여,2,세 미만,대원제약(주),영유아
"대한펜타닐주사액_(펜타닐시트르산염, 1mg/20mL)",급여,2,세 미만,대한약품공업(주),영유아
한림펜타닐주사(구연산펜타닐)_(1.57mg/20mL/앰플),급여,2,세 미만,한림제약(주),영유아
한림펜타닐주사(구연산펜타닐)_(1.57mg/20mL/병),급여,2,세 미만,한림제약(주),영유아
한림펜타닐주사(펜타닐시트르산염)_(1.57mg/20mL/앰플(PP)),급여,2,세 미만,한림제약(주),영유아
명문구연산펜타닐주사_(1.57mg/20mL/앰플),급여,2,세 미만,명문제약(주),영유아
명문구연산펜타닐주사_(1.57mg/20mL/병),급여,2,세 미만,명문제약(주),영유아
비씨펜타닐시트르산염주사_(1.57mg/20mL/병),급여,2,세 미만,(주)비씨월드제약,영유아
하나구연산펜타닐주사_(1.57mg/20mL/앰플(P)),급여,2,세 미만,하나제약(주),영유아
구주구연산펜타닐주사_(1.57mg/20mL),급여,2,세 미만,구주제약(주),영유아
비씨펜타닐시트르산염주사_(2.355mg/30mL),급여,2,세 미만,(주)비씨월드제약,영유아
하나구연산펜타닐주사_(2.355mg/30mL),급여,2,세 미만,하나제약(주),영유아
펜타칸설하정 533마이크로그램(펜타닐시트르산염)_(0.84mg/1정),급여,18,세 미만,(주)한국팜비오,청소년
펜타칸설하정 133마이크로그램(펜타닐시트르산염)_(0.21mg/1정),급여,18,세 미만,(주)한국팜비오,청소년
펜타칸설하정 267마이크로그램(펜타닐시트르산염)_(0.42mg/1정),급여,18,세 미만,(주)한국팜비오,청소년
인스타닐나잘스프레이50마이크로그램(펜타닐시트르산염)_(0.5mg/10회),급여,18,세 미만,(주)대웅제약,청소년
인스타닐나잘스프레이100마이크로그램(펜타닐시트르산염)_(1mg/10회),급여,18,세 미만,(주)대웅제약,청소년
인스타닐나잘스프레이200마이크로그램(펜타닐시트르산염)_(2mg/10회),급여,18,세 미만,(주)대웅제약,청소년
하이테신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)휴비스트제약,소아
테라조정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)이든파마,소아
멜시빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,동국제약(주),청소년
모빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국베링거인겔하임(주),청소년
엑시캄캡슐7.5밀리그람(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,신일제약(주),청소년
보믹캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,아주약품(주),청소년
멕시캡슐(멜록시캄)(수출명: Momeloxe Cap.)_(7.5mg/1캡슐),급여,15,세 이하,오스틴제약(주),청소년
캠록스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,알리코제약(주),청소년
하모빅캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)바스칸바이오제약,청소년
멜빅스캡슐(멜록시캄)(수출명:WONCOX Capsule)_(7.5mg/1캡슐),급여,15,세 이하,(주)동구바이오제약,청소년
멜캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,미래바이오제약(주),청소년
멜로딘캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,지엘파마(주),청소년
메디콕스캡슐(멜록시캄)(수출명:마이멜록캡슐(MYMELOXECapsule))_(7.5mg/1캡슐),급여,15,세 이하,명문제약(주),청소년
메모빅캡슐7.5밀리그람(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,하나제약(주),청소년
멜록트캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(유)한풍제약,청소년
멜빅캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)비보존제약,청소년
메록심캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,이연제약(주),청소년
모비록캄캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,위더스제약(주),청소년
모빅스캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,영풍제약(주),청소년
뉴멜록시캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,에스에스팜(주),청소년
모르빅캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국프라임제약(주),청소년
모록시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,디아이디바이오(주),청소년
모빅캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,성원애드콕제약(주),청소년
케이빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)경보제약,청소년
유니캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,한국유니온제약(주),청소년
멜로빅캡슐7.5mg(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)씨티씨바이오,청소년
이노시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,에스피씨(주),청소년
모비드캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,구주제약(주),청소년
메록캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,대한뉴팜(주),청소년
멜리카캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)팜젠사이언스,청소년
휴니즈멜록시캄캡슐7.5mg_(7.5mg/1캡슐),급여,15,세 이하,(주)휴온스메디텍,청소년
멜록시카캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)보령바이오파마,청소년
"모콕스캡슐7.5밀리그람(멜록시캄)(수출명:HULOKAMCap.,HUONSHULOKAMCAPSULE)_(7.5mg/1캡슐)",급여,15,세 이하,(주)휴온스,청소년
메로시캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,아이큐어(주),청소년
엘트라셋정_(1정),급여,12,세 미만,(주)인트로바이오파마,소아
엘트라셋세미정_(1정),급여,12,세 미만,(주)인트로바이오파마,소아
티오셋정_(1정),급여,12,세 미만,(주)휴온스생명과학,소아
듀얼셋정_(1정),급여,12,세 미만,(주)중헌제약,소아
듀얼셋세미정_(1정),급여,12,세 미만,(주)중헌제약,소아
듀얼셋서방정_(1정),급여,12,세 미만,(주)중헌제약,소아
듀얼셋세미서방정_(1정),급여,12,세 미만,(주)중헌제약,소아
뉴트라정_(1정),급여,12,세 미만,안국뉴팜(주),소아
원트라셋세미정_(1정),급여,12,세 미만,엔비케이제약(주),소아
원트라셋정_(1정),급여,12,세 미만,엔비케이제약(주),소아
소울트라정_(1정),급여,12,세 미만,주식회사 더유제약,소아
소울트라세미정_(1정),급여,12,세 미만,주식회사 더유제약,소아
타노셋정_(1정),급여,12,세 미만,대원바이오텍주식회사,소아
