제품명,급여구분,특정연령,특정연령단위,업체명,금기연령층
타노셋세미정_(1정),급여,12,세 미만,대원바이오텍주식회사,소아
타노셋서방정_(1정),급여,12,세 미만,대원바이오텍주식회사,소아
타노셋세미서방정_(1정),급여,12,세 미만,대원바이오텍주식회사,소아
아세트라돌정_(1정),급여,12,세 미만,독립바이오제약(주),소아
아세트라돌세미정_(1정),급여,12,세 미만,독립바이오제약(주),소아
아트마셋정_(1정),급여,12,세 미만,(주)아리제약,소아
아트마셋세미정_(1정),급여,12,세 미만,(주)아리제약,소아
오스코신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)오스코리아제약,소아
바소조신정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)일화,소아
아트라돌세미정_(1정),급여,12,세 미만,(주)유앤생명과학,소아
아트라돌서방정_(1정),급여,12,세 미만,(주)유앤생명과학,소아
케이셋정_(1정),급여,12,세 미만,주식회사케이에스제약,소아
케이셋세미정_(1정),급여,12,세 미만,주식회사케이에스제약,소아
업트라셋세미정_(1정),급여,12,세 미만,(주)킴스제약,소아
업트라셋정_(1정),급여,12,세 미만,(주)킴스제약,소아
메가아세돌세미정_(1정),급여,12,세 미만,(주)엘앤씨바이오,소아
테조신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,주식회사제뉴원사이언스,소아
일양하이트린정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,일양약품(주),소아
삼성테라민정(염산테라조신)_(2.374mg/1정),급여,12,세 이하,삼성제약(주),소아
티지씨정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,동화약품(주),소아
테라팜정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,일동제약(주),소아
한미염산테라조신정2밀리그램_(2.374mg/1정),급여,12,세 이하,한미약품(주),소아
"유로트린정(테라조신염산염수화물)수출명:테라넥스정(수출명:테라넥스정,KUPTERANEXTabs.)_(2.374mg/1정)",급여,12,세 이하,한국유나이티드제약(주),소아
테라딘정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)에이프로젠바이오로직스,소아
테라젠정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)뉴젠팜,소아
비판티정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,신풍제약(주),소아
텔라조신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,한국휴텍스제약(주),소아
히드린정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,유니메드제약(주),소아
테로스정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)하원제약,소아
트라신정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,알보젠코리아(주),소아
테라졸정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,아주약품(주),소아
테라온정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,오스틴제약(주),소아
푸로조신정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)동구바이오제약,소아
테라케어정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,미래바이오제약(주),소아
테라포스정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,익수제약(주),소아
하이조신정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,영풍제약(주),소아
네오트린정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)넥스팜코리아,소아
유니트린정2밀리그램(테라조신염산염수화물) _(2.374mg/1정),급여,12,세 이하,한국유니온제약(주),소아
테로핀정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)아이월드제약,소아
씨잘액(레보세티리진염산염)_(0.1g/200mL),급여,1,세 미만,한국유씨비제약(주),영유아
알레스잘액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,주식회사 더유제약,영유아
레세린액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,독립바이오제약(주),영유아
레리진액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,(주)유한양행,영유아
엘티리진액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,한미약품(주),영유아
쎄렌잘액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,삼일제약(주),영유아
알티즈액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,조아제약(주),영유아
레보잘액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,한림제약(주),영유아
네오세틴액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,삼아제약(주),영유아
잘티진액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,(주)메디카코리아,영유아
레보세트린액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,한국휴텍스제약(주),영유아
카이잘액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,대우제약(주),영유아
렙티진액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,한화제약(주),영유아
케트라진액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,케이엠에스제약(주),영유아
센레보액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,일성신약(주),영유아
세티날액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,영풍제약(주),영유아
모리캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,진양제약(주),청소년
트록시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)새한제약,청소년
콕시캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)하원제약,청소년
맥캄캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,알보젠코리아(주),청소년
씨오엑스캡슐(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)한국파마,청소년
레보록신주(레보플록사신수화물)(수출명: Uniloxin inj.5mg/mL)_(0.51246g/100mL),급여,18,세 이하,한국유나이티드제약(주),청소년
레프퀸인퓨전주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,대한약품공업(주),청소년
레보프록신주(레보플록사신)_(0.51246g/100mL),급여,18,세 이하,(주)에이프로젠바이오로직스,청소년
크라비트주(레보플록사신)_(0.5g/100mL),급여,18,세 이하,제일약품(주),청소년
레펙신주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,동광제약(주),청소년
케이레보주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,한국코러스(주),청소년
유영레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,(주)유영제약,청소년
레포신주(레보플록사신)_(0.5g/100mL),급여,18,세 이하,신풍제약(주),청소년
렉타신주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,유니메드제약(주),청소년
타레린주500밀리그램(레보플록사신수화물)_(0.512g/100mL/병),급여,18,세 이하,명문제약(주),청소년
하원레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),급여,18,세 이하,(주)하원제약,청소년
레브록신주(레보플록사신)_(0.51246g/100mL),급여,18,세 이하,(주)한국파마,청소년
테라신정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,대원제약(주),소아
테라산정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,아이큐어(주),소아
뉴라조신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)다산제약,소아
테라루신정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)셀트리온제약,소아
하이소린정2mg(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,대웅바이오(주),소아
테로신정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,정우신약(주),소아
테레신정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,(주)테라젠이텍스,소아
일양하이트린정5밀리그람(테라조신염산염수화물)_(5.935mg/1정),급여,12,세 이하,일양약품(주),소아
셀테나핀정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,엔비케이제약(주),영유아
라미나핀정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,주식회사 더유제약,영유아
메가터빈정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)엘앤씨바이오,영유아
터핀엠정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)마더스제약,영유아
셀비나정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)텔콘알에프제약,영유아
테라메드정(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,구주제약(주),소아
테트린정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),급여,12,세 이하,대한뉴팜(주),소아
라미휴정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)휴비스트제약,영유아
이테빈정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)이든파마,영유아
테비실정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)오스코리아제약,영유아
테바핀정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)일화,영유아
티오셋세미정_(1정),급여,12,세 미만,(주)휴온스생명과학,소아
엠터나핀정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,맥널티제약(주),영유아
큐라실정125밀리그람(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,(주)유한양행,영유아
티비에프정125밀리그램(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,동화약품(주),영유아
터비나정125밀리그람(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,고려제약(주),영유아
무조날정125밀리그램(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,한미약품(주),영유아
나무졸정(테르비나핀염산염)_(0.140625g/1정),급여,2,세 미만,제이더블유신약(주),영유아
태극테르비나핀염산염정_(0.140625g/1정),급여,2,세 미만,태극제약(주),영유아
레가탄연질캡슐(밀크시슬엑스)_(0.175g/1캡슐),급여,12,세 이하,영일제약(주),소아
리브롤연질캡슐(밀크시슬엑스)_(0.175g/1캡슐),급여,12,세 이하,(주)한국파마,소아
레가론캡슐140(밀크시슬건조엑스산)_(0.3394g/1캡슐),급여,12,세 이하,부광약품(주),소아
레가론캡슐70(밀크시슬건조엑스산)_(0.1697g/1캡슐),급여,12,세 이하,부광약품(주),소아
익셀캡슐25밀리그램(밀나시프란염산염)_(25mg/1캡슐),급여,18,세 미만,부광약품(주),청소년
익셀캡슐50밀리그램(밀나시프란염산염)_(50mg/1캡슐),급여,18,세 미만,부광약품(주),청소년
익셀캡슐12.5밀리그램(밀나시프란염산염)_(12.5mg/1캡슐),급여,18,세 미만,부광약품(주),청소년
미노씬캡슐50mg(미노사이클린염산염)_(50mg/1캡슐),급여,12,세 미만,에스케이케미칼(주),소아
레메론정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,한국오가논(주),청소년
멀타핀정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,현대약품(주),청소년
영진멀타자핀정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,영진약품(주),청소년
밀타정15mg(미르타자핀)_(15mg/1정),급여,18,세 미만,명인제약(주),청소년
미르젠탁정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,환인제약(주),청소년
미르탁스정15mg(미르타자핀)_(15mg/1정),급여,18,세 미만,한국산도스(주),청소년
레메론솔탭정15밀리그램(제피미르타자핀)_(15mg/1정),급여,18,세 미만,한국오가논(주),청소년
명문미르타오디정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,명문제약(주),청소년
밀타오디정15mg(미르타자핀)_(15mg/1정),급여,18,세 미만,명인제약(주),청소년
미르젠탁오디정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,환인제약(주),청소년
미르탁스오디티정15밀리그램(미르타자핀)_(15mg/1정),급여,18,세 미만,한국산도스(주),청소년
레메론정30밀리그램(미르타자핀)_(30mg/1정),급여,18,세 미만,한국오가논(주),청소년
멀타핀정30밀리그램(미르타자핀)_(30mg/1정),급여,18,세 미만,현대약품(주),청소년
영진멀타자핀정30밀리그램(미르타자핀)_(30mg/1정),급여,18,세 미만,영진약품(주),청소년
씨펜액(레보세티리진염산염)_(0.25g/500mL)(딸기맛),급여,1,세 미만,한국프라임제약(주),영유아
레보세티린액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,한국유니온제약(주),영유아
세틴잘액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,(주)팜젠사이언스,영유아
레보코트액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,코오롱제약(주),영유아
비알세티액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,(주)보령바이오파마,영유아
알레린액(레보세티리진염산염)_(0.25g/500mL),급여,1,세 미만,주식회사제뉴원사이언스,영유아
레복스주(레보플록사신수화물)_(0.25623g/50mL),급여,18,세 이하,(주)오스코리아제약,청소년
이노엔레보플록사신주_(0.25623g/50mL/백),급여,18,세 이하,에이치케이이노엔(주),청소년
레보펙신주(레보플록사신수화물)_(0.25623g/50mL),급여,18,세 이하,일동제약(주),청소년
레보록신주(레보플록사신수화물)(수출명: Uniloxin inj.5mg/mL)_(0.25623g/50mL),급여,18,세 이하,한국유나이티드제약(주),청소년
크라비트주(레보플록사신)_(0.25g/50mL),급여,18,세 이하,제일약품(주),청소년
레펙신주(레보플록사신수화물)_(0.25623g/50mL),급여,18,세 이하,동광제약(주),청소년
유영레보플록사신주(레보플록사신수화물)_(0.25623g/50mL),급여,18,세 이하,(주)유영제약,청소년
뉴록시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),급여,15,세 이하,(주)다산제약,청소년
코디프로시럽_(500mL),급여,12,세 미만,영진약품(주),소아
영트라셋세미정_(1정),급여,12,세 미만,영진약품(주),소아
파라마셋정_(1정),급여,12,세 미만,동아에스티(주),소아
파라마셋세미정_(1정),급여,12,세 미만,동아에스티(주),소아
파라마셋이알서방정_(1정),급여,12,세 미만,동아에스티(주),소아
파라마셋이알세미서방정_(1정),급여,12,세 미만,동아에스티(주),소아
타라마돌세미정_(1정),급여,12,세 미만,동화약품(주),소아
타라마돌정_(1정),급여,12,세 미만,동화약품(주),소아
울트라메트세미정_(1정),급여,12,세 미만,고려제약(주),소아
울트라메트정_(1정),급여,12,세 미만,고려제약(주),소아
세타마돌정_(1정),급여,12,세 미만,일동제약(주),소아
세타마돌세미정_(1정),급여,12,세 미만,일동제약(주),소아
아세트람세미정_(1정),급여,12,세 미만,(주)바이넥스,소아
세타돌정_(1정),급여,12,세 미만,동성제약(주),소아
세타돌세미정_(1정),급여,12,세 미만,동성제약(주),소아
래피셋세미정_(1정),급여,12,세 미만,(주)종근당,소아
래피셋정_(1정),급여,12,세 미만,(주)종근당,소아
코데닝정_(1정),급여,12,세 미만,(주)종근당,소아
콤비벨라점안액(1회용)_(0.3mL),급여,2,세 미만,(주)종근당,영유아
